lat,lon
37.52830000,127.02840000
37.50400000,127.06120000
37.51130000,127.05120000
37.49200000,127.03260000
37.49410000,127.04430000
37.51790000,127.06340000
37.49480000,127.08430000
37.49330000,127.08200000
37.50110000,127.06340000
37.50230000,127.05390000
37.52340000,127.03900000
37.52020000,127.01930000
37.52750000,127.03810000
37.48630000,127.05070000
37.52830000,127.02840000
37.50400000,127.06120000
37.51130000,127.05120000
37.50450000,127.02770000
37.52280000,127.04790000
37.49300000,127.08220000
37.49300000,127.08410000
37.51680000,127.04250000
37.50000000,127.06240000
37.52240000,127.03570000
37.52750000,127.03810000
37.50400000,127.06120000
37.50480000,127.03670000
37.52280000,127.04790000
37.49300000,127.08410000
37.51680000,127.04250000
37.49300000,127.08220000
37.51960000,127.03940000
37.50000000,127.06240000
37.52240000,127.03570000
37.52750000,127.03810000
37.51000000,127.04600000
37.49790000,127.03360000
37.50900000,127.02390000
37.51200000,127.05250000
37.52790000,127.03980000
37.50280000,127.05540000
37.52840000,127.03130000
37.50390000,127.05260000
37.50670000,127.06150000
37.49400000,127.07110000
37.49300000,127.08220000
37.51850000,127.05280000
37.49410000,127.08220000
37.51430000,127.05020000
37.51430000,127.05020000
37.49300000,127.08220000
37.51200000,127.05250000
37.50640000,127.02740000
37.52240000,127.03570000
37.52640000,127.03700000
37.52840000,127.03130000
37.50390000,127.05260000
37.49400000,127.07110000
37.50280000,127.05540000
37.50670000,127.06150000
37.51850000,127.05280000
37.49300000,127.08410000
37.51790000,127.06340000
37.50640000,127.02740000
37.50230000,127.05390000
37.52020000,127.01930000
37.50110000,127.06340000
37.52790000,127.03980000
37.51950000,127.04140000
37.52830000,127.02840000
37.50400000,127.06120000
37.47330000,127.05220000
37.49340000,127.08510000
37.51430000,127.05020000
37.51130000,127.05120000
37.48680000,127.10200000
37.50640000,127.02740000
37.52020000,127.01930000
37.52790000,127.03980000
37.50110000,127.06340000
37.50230000,127.05390000
37.51850000,127.04480000
37.52830000,127.02840000
37.50400000,127.06120000
37.47330000,127.05220000
37.49410000,127.08220000
37.51430000,127.05020000
37.49340000,127.08510000
37.51790000,127.06340000
37.51130000,127.05120000
37.50760000,127.03040000
37.51030000,127.05370000
37.50960000,127.05380000
37.49180000,127.03170000
37.50020000,127.05630000
37.50840000,127.02530000
37.50430000,127.05620000
37.51890000,127.04660000
37.50760000,127.03040000
37.50960000,127.05380000
37.51030000,127.05370000
37.50470000,127.06830000
37.50840000,127.02530000
37.50000000,127.05980000
37.51870000,127.04880000
37.50960000,127.05380000
37.50760000,127.03040000
37.51510000,127.04890000
37.50170000,127.07160000
37.49320000,127.03950000
37.51410000,127.04940000
37.50020000,127.05630000
37.50190000,127.05140000
37.51890000,127.04660000
37.52670000,127.04950000
37.50840000,127.02530000
37.50920000,127.02790000
37.50960000,127.05380000
37.50430000,127.05370000
37.50360000,127.06860000
37.49320000,127.03950000
37.50430000,127.05620000
37.50020000,127.05630000
37.51890000,127.04660000
37.52670000,127.04950000
37.50990000,127.02800000
37.51410000,127.04940000
37.49620000,127.06980000
37.50120000,127.03510000
37.50530000,127.02500000
37.50430000,127.05370000
37.48780000,127.04460000
37.51890000,127.04660000
37.52670000,127.04950000
37.50990000,127.02800000
37.48940000,127.06900000
37.46720000,127.09850000
37.51370000,127.04480000
37.50410000,127.06840000
37.49320000,127.03950000
37.50120000,127.03510000
37.50530000,127.02500000
37.49320000,127.03950000
37.48780000,127.04460000
37.51890000,127.04660000
37.50990000,127.02800000
37.46720000,127.09850000
37.52670000,127.04950000
37.48020000,127.10300000
37.50130000,127.03520000
37.50480000,127.06810000
37.50530000,127.02500000
37.52290000,127.04730000
37.52610000,127.05010000
37.48920000,127.06690000
37.47180000,127.10890000
37.50990000,127.02800000
37.50000000,127.05980000
37.50520000,127.06800000
37.49400000,127.03490000
37.51170000,127.05370000
37.52590000,127.03910000
37.50070000,127.02720000
37.50220000,127.03260000
37.50760000,127.03040000
37.52030000,127.04360000
37.52670000,127.04950000
37.48920000,127.06690000
37.50990000,127.02800000
37.47180000,127.10890000
37.50000000,127.05980000
37.51780000,127.02580000
37.50550000,127.06870000
37.49320000,127.03950000
37.50120000,127.03510000
37.48160000,127.04430000
37.48300000,127.06040000
37.48930000,127.03280000
37.48630000,127.10690000
37.52610000,127.05010000
37.52170000,127.02190000
37.52080000,127.03670000
37.47420000,127.05240000
37.51780000,127.02580000
37.46720000,127.09850000
37.48020000,127.10300000
37.51300000,127.03450000
37.47530000,127.04830000
37.50470000,127.06790000
37.50070000,127.02720000
37.49400000,127.03490000
37.50220000,127.03260000
37.52610000,127.05010000
37.48920000,127.06690000
37.48630000,127.10690000
37.48930000,127.03280000
37.48160000,127.04430000
37.52760000,127.04400000
37.52170000,127.02190000
37.51080000,127.03460000
37.46350000,127.10150000
37.49400000,127.03490000
37.46630000,127.10970000
37.50070000,127.02720000
37.47410000,127.05350000
37.50220000,127.03260000
37.47530000,127.04830000
37.50560000,127.06870000
37.48780000,127.04460000
37.52130000,127.05760000
37.51040000,127.06100000
37.51080000,127.03460000
37.46720000,127.09850000
37.48020000,127.10300000
37.50630000,127.04690000
37.50270000,127.03310000
37.47530000,127.04830000
37.47410000,127.05350000
37.50730000,127.03900000
37.48240000,127.04550000
37.48780000,127.04460000
37.52170000,127.02190000
37.52610000,127.05010000
37.51040000,127.06100000
37.51080000,127.03460000
37.48020000,127.10300000
37.50270000,127.03310000
37.46720000,127.09850000
37.47410000,127.05350000
37.47530000,127.04830000
37.49520000,127.03380000
37.50070000,127.02720000
37.47410000,127.05350000
37.48640000,127.09950000
37.52150000,127.02130000
37.51040000,127.06100000
37.51420000,127.05290000
37.48720000,127.04550000
37.48160000,127.04430000
37.51300000,127.03450000
37.48790000,127.04840000
37.50630000,127.04690000
37.50270000,127.03310000
37.47410000,127.05350000
37.50730000,127.03900000
37.52080000,127.03670000
37.46630000,127.10970000
37.51020000,127.03480000
37.47970000,127.05030000
37.48640000,127.09950000
37.48380000,127.04610000
37.52150000,127.02130000
37.51040000,127.06100000
37.48720000,127.04550000
37.51420000,127.05290000
37.48650000,127.03800000
37.50630000,127.04690000
37.50270000,127.03310000
37.51020000,127.03480000
37.46360000,127.10640000
37.51300000,127.03450000
37.52080000,127.03670000
37.48630000,127.10690000
37.48930000,127.03280000
37.52150000,127.02130000
37.49620000,127.05120000
37.51330000,127.05530000
37.48160000,127.04430000
37.50370000,127.03650000
37.50840000,127.04030000
37.46350000,127.10150000
37.46630000,127.10970000
37.48790000,127.04840000
37.52550000,127.02830000
37.52080000,127.03670000
37.51300000,127.03450000
37.50010000,127.03660000
37.48930000,127.03280000
37.52150000,127.02130000
37.49620000,127.05120000
37.50800000,127.02860000
37.48630000,127.10690000
37.51420000,127.05290000
37.48160000,127.04430000
37.49150000,127.03470000
37.46630000,127.10970000
37.48790000,127.04840000
37.50630000,127.04690000
37.51300000,127.03450000
37.52080000,127.03670000
37.46350000,127.10150000
37.51870000,127.02400000
37.50750000,127.05800000
37.48240000,127.04550000
37.49870000,127.04120000
37.49130000,127.03960000
37.50140000,127.03290000
37.49910000,127.02970000
37.47390000,127.04980000
37.51530000,127.03270000
37.52150000,127.02270000
37.52790000,127.03970000
37.51080000,127.03460000
37.51710000,127.03740000
37.46710000,127.10160000
37.48720000,127.06190000
37.51870000,127.02400000
37.51410000,127.05840000
37.48240000,127.04550000
37.49870000,127.04120000
37.47390000,127.04980000
37.50140000,127.03290000
37.52150000,127.02270000
37.50960000,127.03790000
37.51530000,127.03270000
37.51600000,127.04010000
37.48790000,127.05170000
37.49870000,127.04120000
37.49410000,127.08220000
37.48500000,127.04560000
37.52020000,127.02360000
37.49310000,127.04530000
37.50750000,127.05800000
37.52890000,127.03570000
37.47390000,127.04980000
37.48650000,127.03600000
37.51600000,127.04010000
37.50960000,127.03790000
37.46710000,127.10160000
37.51530000,127.03270000
37.51870000,127.02400000
37.49870000,127.04120000
37.50750000,127.05800000
37.48240000,127.04550000
37.49310000,127.04530000
37.47970000,127.05030000
37.48920000,127.03990000
37.52860000,127.03680000
37.50070000,127.02720000
37.51600000,127.04010000
37.51930000,127.02940000
37.47390000,127.04980000
37.46710000,127.10160000
37.50960000,127.03790000
37.51530000,127.03270000
37.51980000,127.03770000
37.49190000,127.08230000
37.51490000,127.05570000
37.50060000,127.05060000
37.49400000,127.07110000
37.48870000,127.03440000
37.49240000,127.03900000
37.52580000,127.04010000
37.51330000,127.05530000
37.51690000,127.02110000
37.52640000,127.03700000
37.52410000,127.02610000
37.47970000,127.05030000
37.47390000,127.04980000
37.51710000,127.03740000
37.51490000,127.05570000
37.51980000,127.03770000
37.49870000,127.04120000
37.49410000,127.08220000
37.50100000,127.06180000
37.49310000,127.03580000
37.51690000,127.02110000
37.52580000,127.04010000
37.52470000,127.03750000
37.51330000,127.05530000
37.49060000,127.03580000
37.52280000,127.03730000
37.47440000,127.05210000
37.51390000,127.04550000
37.47670000,127.05240000
37.50060000,127.05060000
37.49190000,127.08230000
37.51710000,127.03740000
37.49110000,127.08460000
37.51870000,127.02400000
37.51850000,127.05280000
37.51410000,127.05840000
37.52380000,127.02310000
37.49470000,127.03510000
37.52580000,127.04010000
37.48530000,127.03460000
37.48240000,127.04550000
37.52150000,127.02270000
37.47670000,127.05240000
37.47440000,127.05210000
37.48400000,127.05140000
37.51980000,127.03770000
37.50060000,127.05060000
37.49110000,127.08460000
37.49190000,127.08230000
37.51850000,127.05280000
37.52380000,127.04290000
37.48730000,127.03780000
37.52070000,127.02280000
37.51410000,127.05840000
37.52150000,127.02270000
37.52640000,127.03700000
37.47670000,127.05240000
37.48400000,127.05140000
37.51710000,127.03740000
37.51530000,127.03270000
37.47440000,127.05210000
37.50840000,127.03840000
37.49190000,127.08230000
37.51520000,127.05530000
37.49620000,127.05120000
37.49110000,127.08460000
37.50100000,127.06180000
37.50220000,127.05340000
37.52200000,127.02570000
37.52370000,127.03520000
37.52150000,127.02360000
37.52770000,127.03080000
37.50710000,127.06270000
37.51000000,127.03000000
37.51250000,127.05020000
37.50980000,127.05260000
37.50840000,127.03840000
37.52380000,127.04290000
37.51520000,127.05530000
37.49110000,127.08460000
37.49620000,127.05120000
37.49190000,127.08230000
37.50310000,127.05260000
37.52200000,127.02570000
37.50440000,127.05900000
37.52370000,127.03520000
37.52470000,127.03620000
37.52020000,127.02360000
37.50600000,127.06260000
37.51250000,127.05020000
37.50840000,127.03840000
37.50980000,127.05260000
37.52380000,127.04290000
37.49550000,127.08580000
37.51490000,127.05570000
37.51020000,127.03480000
37.50100000,127.06180000
37.51690000,127.02110000
37.52470000,127.03750000
37.52780000,127.03080000
37.50600000,127.06260000
37.51390000,127.04550000
37.52090000,127.05900000
37.49590000,127.03950000
37.49110000,127.08460000
37.49590000,127.03950000
37.51490000,127.05570000
37.51980000,127.03770000
37.50600000,127.06260000
37.50220000,127.05340000
37.50100000,127.06180000
37.51690000,127.02110000
37.52470000,127.03750000
37.52780000,127.03080000
37.50600000,127.06260000
37.51390000,127.04550000
37.52160000,127.03980000
37.51250000,127.05020000
37.50980000,127.05260000
37.52720000,127.03690000
37.52470000,127.03620000
37.50010000,127.05840000
37.49620000,127.06980000
37.49370000,127.06400000
37.50190000,127.05140000
37.52330000,127.04150000
37.50920000,127.02790000
37.49550000,127.08580000
37.50960000,127.05380000
37.51510000,127.04890000
37.51300000,127.04870000
37.50710000,127.06270000
37.50190000,127.05140000
37.50020000,127.05630000
37.49370000,127.06400000
37.50920000,127.02790000
37.49550000,127.08580000
37.49590000,127.03950000
37.51030000,127.05370000
37.50010000,127.05840000
37.52370000,127.03520000
37.50440000,127.05900000
37.50310000,127.05260000
37.52470000,127.03620000
37.52230000,127.04420000
37.50710000,127.06270000
37.49450000,127.08350000
37.51250000,127.05020000
37.51590000,127.05630000
37.50980000,127.05260000
37.50980000,127.05260000
37.51030000,127.05370000
37.52550000,127.03580000
37.50310000,127.05260000
37.52470000,127.03620000
37.50010000,127.05840000
37.50440000,127.05900000
37.50710000,127.06270000
37.49450000,127.08350000
37.51590000,127.05630000
37.51250000,127.05020000
37.49360000,127.05910000
37.52820000,127.03000000
37.50030000,127.05450000
37.50720000,127.06490000
37.47630000,127.05270000
37.51560000,127.05040000
37.49200000,127.08660000
37.50380000,127.06290000
37.49710000,127.05940000
37.51130000,127.03920000
37.52820000,127.03000000
37.52640000,127.03320000
37.50380000,127.06290000
37.47800000,127.05000000
37.50720000,127.06490000
37.50030000,127.05450000
37.52610000,127.03830000
37.50760000,127.03260000
37.51560000,127.05040000
37.49200000,127.08660000
37.49260000,127.06010000
37.51340000,127.04370000
37.51130000,127.03920000
37.52000000,127.02010000
37.52820000,127.03000000
37.50040000,127.05290000
37.50380000,127.06290000
37.49600000,127.06780000
37.47800000,127.05000000
37.49350000,127.05440000
37.52610000,127.03830000
37.50760000,127.03260000
37.52310000,127.05230000
37.51780000,127.06300000
37.51560000,127.04870000
37.52760000,127.03160000
37.51130000,127.03920000
37.52000000,127.02010000
37.52820000,127.03000000
37.49600000,127.06780000
37.50030000,127.05450000
37.50380000,127.06290000
37.52610000,127.03830000
37.52310000,127.05230000
37.50830000,127.03060000
37.49200000,127.08660000
37.51560000,127.04870000
37.49210000,127.03250000
37.50220000,127.02710000
37.50900000,127.03400000
37.51560000,127.04430000
37.52860000,127.03680000
37.52220000,127.04030000
37.50110000,127.05520000
37.52310000,127.05230000
37.52610000,127.03830000
37.50830000,127.03060000
37.52800000,127.03670000
37.50220000,127.02710000
37.52610000,127.03830000
37.50830000,127.03060000
37.52310000,127.05230000
37.46920000,127.09170000
37.50110000,127.05520000
37.50900000,127.03400000
37.50390000,127.06450000
37.50420000,127.04020000
37.49210000,127.03250000
37.49060000,127.07690000
37.50090000,127.07090000
37.52080000,127.02290000
37.52220000,127.04030000
37.53020000,127.02790000
37.52370000,127.05080000
37.50830000,127.03060000
37.50110000,127.05520000
37.50720000,127.06490000
37.50900000,127.03400000
37.51930000,127.02310000
37.49450000,127.03750000
37.50390000,127.06450000
37.50220000,127.02710000
37.51560000,127.04430000
37.49210000,127.03250000
37.52080000,127.02290000
37.52310000,127.05230000
37.50830000,127.03060000
37.47920000,127.05230000
37.52220000,127.04030000
37.50690000,127.06200000
37.50110000,127.05520000
37.51930000,127.02310000
37.50090000,127.07090000
37.51390000,127.03330000
37.50380000,127.06290000
37.48870000,127.03430000
37.49210000,127.03250000
37.51910000,127.04660000
37.52340000,127.05400000
37.52500000,127.04360000
37.51060000,127.02760000
37.51910000,127.03960000
37.46950000,127.09090000
37.47180000,127.10950000
37.47860000,127.05140000
37.47780000,127.04910000
37.49450000,127.03750000
37.51380000,127.04090000
37.50690000,127.03530000
37.51930000,127.02310000
37.48870000,127.03430000
37.49210000,127.03250000
37.52340000,127.05400000
37.51910000,127.04660000
37.52500000,127.04360000
37.47060000,127.10960000
37.47860000,127.05140000
37.47180000,127.10950000
37.51930000,127.02310000
37.49450000,127.03750000
37.50690000,127.03530000
37.50990000,127.02290000
37.47780000,127.04910000
37.52720000,127.04950000
37.49280000,127.03500000
37.52250000,127.04930000
37.52340000,127.05400000
37.50150000,127.05630000
37.46920000,127.09170000
37.50690000,127.03530000
37.51930000,127.02310000
37.47710000,127.05010000
37.50250000,127.04280000
37.47780000,127.04910000
37.50640000,127.04500000
37.48870000,127.03430000
37.51910000,127.04660000
37.52500000,127.04360000
37.49280000,127.03500000
37.52340000,127.05400000
37.46920000,127.09170000
37.50640000,127.04500000
37.50690000,127.03530000
37.47780000,127.04910000
37.52080000,127.02290000
37.50250000,127.04280000
37.47710000,127.05010000
37.47850000,127.05220000
37.48700000,127.04450000
37.48680000,127.09720000
37.48540000,127.03740000
37.49280000,127.03500000
37.52250000,127.04930000
37.52720000,127.04950000
37.46740000,127.10020000
37.50540000,127.03710000
37.46330000,127.10370000
37.47130000,127.10490000
37.47710000,127.05010000
37.47850000,127.05220000
37.51840000,127.03300000
37.50640000,127.04500000
37.52050000,127.03770000
37.50160000,127.03430000
37.52080000,127.02290000
37.47890000,127.05550000
37.48700000,127.04450000
37.48680000,127.09720000
37.48540000,127.03740000
37.49280000,127.03500000
37.48520000,127.04760000
37.52250000,127.04930000
37.52720000,127.04950000
37.46740000,127.10020000
37.47310000,127.10640000
37.51840000,127.03300000
37.52050000,127.03770000
37.47710000,127.05010000
37.46330000,127.10370000
37.50640000,127.04500000
37.50160000,127.03430000
37.50540000,127.03710000
37.47890000,127.05550000
37.48540000,127.03740000
37.48700000,127.04450000
37.52600000,127.04660000
37.47630000,127.05270000
